valid,tmpf,dwpf,relh,sknt,skyc1,skyl1,feel
2020-08-31,13,13,3,7,0,1,8
2020-09-01,13,1,13,13,0,1,8
2020-09-02,13,10,7,1,0,1,8
2020-09-03,13,4,5,13,0,4,8
2020-09-04,13,13,3,0,0,5,8
2020-09-05,13,5,2,6,1,8,11
2020-09-06,13,11,2,7,0,1,8
2020-09-07,13,1,14,7,0,1,11
2020-09-08,13,11,2,0,0,1,8
2020-09-09,3,1,14,11,0,1,0
2020-09-10,13,7,14,4,0,1,0
2020-09-11,13,1,1,0,0,1,0
2020-09-12,13,10,1,4,0,4,0
2020-09-13,13,10,1,4,1,0,0
2020-09-14,13,11,14,9,0,2,0
2020-09-15,13,5,2,11,0,8,0
2020-09-16,13,10,1,4,0,1,11
2020-09-17,2,4,8,12,3,2,11
2020-09-18,13,4,4,7,7,0,0
2020-09-19,2,13,11,0,8,0,11
2020-09-20,2,7,1,3,0,2,10
2020-09-21,2,1,1,12,1,2,11
2020-09-22,2,10,8,12,1,1,11
2020-09-23,0,10,0,13,0,8,10
2020-09-24,13,13,5,1,0,2,11
2020-09-25,13,13,5,1,0,8,11
2020-09-26,2,13,11,0,0,2,8
2020-09-27,2,1,7,12,0,2,11
2020-09-28,2,4,9,1,1,2,10
2020-09-29,13,11,3,14,0,4,11
2020-09-30,2,11,7,13,0,0,10
2020-10-01,0,11,5,13,0,5,10
2020-10-02,0,1,8,13,0,2,10
2020-10-03,0,13,5,13,0,8,10
2020-10-04,2,10,0,1,1,8,8
2020-10-05,2,4,4,8,0,0,11
2020-10-06,2,4,4,8,0,0,8
2020-10-07,13,13,5,13,8,0,8
2020-10-08,2,5,5,13,0,8,11
2020-10-09,8,11,5,13,0,1,4
2020-10-10,8,7,0,13,0,2,4
2020-10-11,0,1,0,13,0,4,4
2020-10-12,2,10,0,14,3,2,10
2020-10-13,2,5,5,7,4,0,11
2020-10-14,0,11,13,13,1,8,10
2020-10-15,8,7,0,13,0,1,4
2020-10-16,0,10,4,1,0,4,10
2020-10-17,2,13,0,8,1,11,10
2020-10-18,8,7,0,13,9,8,4
2020-10-19,14,7,1,14,8,8,2
2020-10-20,14,11,7,10,0,4,2
2020-10-21,14,7,6,11,14,5,2
2020-10-22,14,7,8,4,1,1,2
2020-10-23,8,7,0,13,0,1,4
2020-10-24,8,7,0,8,0,1,4
2020-10-25,0,7,5,13,0,1,4
2020-10-26,8,7,0,13,0,4,14
2020-10-27,8,7,0,8,0,0,14
2020-10-28,9,1,10,13,0,0,14
2020-10-29,8,5,4,13,1,5,2
2020-10-30,8,7,11,14,1,2,4
2020-10-31,8,6,7,12,1,5,2
2020-11-01,9,0,4,1,1,8,9
2020-11-02,11,0,4,8,0,1,9
2020-11-03,9,7,10,8,3,1,14
2020-11-04,8,7,6,14,4,2,14
2020-11-05,14,7,8,0,5,8,2
2020-11-06,14,11,6,9,10,2,5
2020-11-07,14,0,1,9,4,4,2
2020-11-08,14,0,8,6,7,12,2
2020-11-09,14,7,6,0,8,4,2
2020-11-10,14,7,8,0,1,0,2
2020-11-11,14,11,6,3,5,2,2
2020-11-12,4,0,8,12,14,8,5
2020-11-13,9,0,4,8,4,1,14
2020-11-14,9,9,6,1,0,2,5
2020-11-15,9,0,8,13,1,11,1
2020-11-16,1,0,4,8,0,4,9
2020-11-17,11,0,6,13,8,5,9
2020-11-18,4,0,6,0,0,2,5
2020-11-19,4,9,8,9,8,0,1
2020-11-20,4,2,11,11,3,8,5
2020-11-21,4,6,1,9,7,4,5
2020-11-22,4,9,8,11,5,2,5
2020-11-23,10,2,8,4,0,8,1
2020-11-24,11,2,11,10,8,2,9
2020-11-25,10,2,1,9,4,2,1
2020-11-26,4,2,1,3,4,1,5
2020-11-27,10,2,8,1,4,1,1
2020-11-28,6,6,0,13,0,1,3
2020-11-29,11,7,4,1,7,2,9
2020-11-30,4,11,10,13,4,0,5
2020-12-01,10,9,6,6,0,0,1
2020-12-02,10,6,9,13,0,0,1
2020-12-03,1,6,4,8,0,2,9
2020-12-04,4,7,10,13,0,10,5
2020-12-05,9,7,10,8,7,4,1
2020-12-06,9,7,10,8,3,10,14
2020-12-07,4,11,6,14,4,5,5
2020-12-08,1,9,0,13,0,4,1
2020-12-09,9,7,6,10,3,0,14
2020-12-10,4,9,9,3,8,0,5
2020-12-11,4,0,9,10,1,4,5
2020-12-12,4,11,10,6,1,0,5
2020-12-13,4,7,10,14,1,10,5
2020-12-14,10,11,10,4,0,10,1
2020-12-15,10,0,10,11,0,10,1
2020-12-16,10,0,9,7,8,0,1
2020-12-17,1,6,4,13,13,5,13
2020-12-18,10,0,10,13,0,0,1
2020-12-19,11,0,10,14,1,4,9
2020-12-20,10,9,6,14,8,0,1
2020-12-21,10,9,9,4,8,4,1
2020-12-22,10,9,9,13,1,5,1
2020-12-23,1,6,10,8,4,2,13
2020-12-24,11,0,4,13,0,2,9
2020-12-25,9,0,4,14,0,2,5
2020-12-26,9,1,10,10,3,4,14
2020-12-27,4,11,8,11,0,0,5
2020-12-28,4,9,0,6,1,11,5
2020-12-29,4,11,9,11,1,4,5
2020-12-30,4,11,6,11,8,0,5
2020-12-31,4,0,9,4,0,0,5
2021-01-01,10,2,8,8,0,2,1
2021-01-02,11,0,10,8,8,8,9
2021-01-03,4,11,10,12,1,4,5
2021-01-04,9,9,6,7,1,0,5
2021-01-05,10,2,5,13,0,2,1
2021-01-06,1,6,4,13,0,2,9
2021-01-07,11,7,10,13,0,2,5
2021-01-08,9,1,10,10,3,0,14
2021-01-09,14,5,10,6,4,0,2
2021-01-10,8,1,10,14,0,0,14
2021-01-11,14,5,6,0,0,5,2
2021-01-12,14,9,6,3,1,8,2
2021-01-13,10,2,8,13,0,2,13
2021-01-14,5,2,5,1,0,2,13
2021-01-15,5,2,8,4,0,4,6
2021-01-16,7,14,6,14,0,0,6
2021-01-17,7,8,7,12,0,0,7
2021-01-18,7,8,9,7,8,0,7
2021-01-19,7,12,11,13,0,5,7
2021-01-20,6,8,7,13,0,2,3
2021-01-21,1,3,0,1,0,2,13
2021-01-22,1,0,10,7,1,4,9
2021-01-23,4,0,6,10,8,0,5
2021-01-24,11,0,6,5,8,2,9
2021-01-25,4,9,5,3,4,5,5
2021-01-26,10,0,9,4,8,4,1
2021-01-27,12,12,2,1,4,4,6
2021-01-28,7,8,7,1,1,0,7
2021-01-29,6,3,8,14,0,2,3
2021-01-30,10,9,5,12,0,8,1
2021-01-31,11,6,6,14,1,4,9
2021-02-01,4,11,9,3,1,0,5
2021-02-02,1,0,4,13,0,0,1
2021-02-03,1,0,4,8,1,0,9
2021-02-04,1,0,4,8,0,0,9
2021-02-05,11,0,4,8,0,1,9
2021-02-06,11,0,4,13,0,2,9
2021-02-07,11,0,0,14,0,4,9
2021-02-08,4,0,1,7,1,0,5
2021-02-09,9,0,8,7,1,2,5
2021-02-10,9,0,0,12,0,8,5
2021-02-11,9,9,6,0,1,2,5
2021-02-12,10,6,8,14,8,4,1
2021-02-13,5,6,9,14,1,0,13
2021-02-14,12,2,10,11,0,0,7
2021-02-15,7,14,9,9,1,10,7
2021-02-16,7,14,10,11,8,10,7
2021-02-17,7,14,0,6,0,5,7
2021-02-18,6,14,0,8,1,2,3
2021-02-19,6,3,0,8,0,2,3
2021-02-20,6,6,6,13,1,2,3
2021-02-21,5,2,6,4,1,0,13
2021-02-22,12,3,8,1,0,4,13
2021-02-23,6,6,4,1,0,0,3
2021-02-24,11,6,5,10,0,5,9
2021-02-25,4,6,1,9,1,2,5
2021-02-26,10,2,8,4,0,2,1
2021-02-27,6,6,0,8,0,1,3
2021-02-28,6,2,6,7,8,2,3
2021-03-01,1,3,8,14,8,2,13
2021-03-02,5,2,1,4,7,0,13
2021-03-03,1,14,13,4,1,8,13
2021-03-04,1,3,8,13,0,1,9
2021-03-05,11,6,0,1,0,1,9
2021-03-06,9,9,8,13,1,2,5
2021-03-07,10,9,4,4,0,0,1
2021-03-08,1,6,4,13,1,0,9
2021-03-09,1,9,6,1,8,5,9
2021-03-10,11,6,5,1,0,1,9
2021-03-11,10,2,8,7,0,8,1
2021-03-12,12,2,0,1,4,2,13
2021-03-13,6,6,0,13,0,2,3
2021-03-14,1,0,4,8,12,8,9
2021-03-15,1,2,11,5,8,2,9
2021-03-16,10,14,2,3,0,8,1
2021-03-17,1,14,2,14,0,11,13
2021-03-18,11,3,13,1,0,2,9
2021-03-19,9,0,0,1,7,4,9
2021-03-20,10,11,10,8,14,0,1
2021-03-21,4,7,10,1,4,10,5
2021-03-22,9,9,0,7,8,10,5
2021-03-23,5,2,6,0,0,0,13
2021-03-24,12,14,0,6,0,0,3
2021-03-25,7,12,11,12,4,2,7
2021-03-26,12,8,7,13,0,2,3
2021-03-27,6,3,5,13,1,4,3
2021-03-28,6,3,0,8,0,0,3
2021-03-29,11,6,11,13,0,8,9
2021-03-30,10,2,13,7,5,1,1
2021-03-31,5,2,1,0,0,8,13
2021-04-01,12,14,8,6,1,8,13
2021-04-02,11,3,5,1,0,1,9
2021-04-03,8,0,5,1,1,3,14
2021-04-04,8,11,5,12,0,2,2
2021-04-05,4,11,9,7,14,4,5
2021-04-06,9,9,11,10,8,5,14
2021-04-07,8,6,7,6,0,2,14
2021-04-08,10,2,1,4,0,1,1
2021-04-09,12,12,13,7,0,4,13
2021-04-10,12,8,7,12,1,0,3
2021-04-11,6,3,0,13,0,8,3
2021-04-12,11,6,5,13,0,1,9
2021-04-13,11,0,0,13,0,1,9
2021-04-14,11,6,5,1,1,14,9
2021-04-15,11,0,0,13,1,2,9
2021-04-16,4,0,6,14,0,0,5
2021-04-17,4,0,8,4,7,4,5
2021-04-18,9,7,10,8,0,2,5
2021-04-19,9,9,11,14,0,0,14
2021-04-20,9,2,2,12,0,8,14
2021-04-21,9,6,13,13,1,1,14
2021-04-22,8,6,13,1,1,2,14
2021-04-23,8,0,5,14,2,8,14
2021-04-24,4,7,10,4,0,0,5
2021-04-25,4,9,11,4,0,8,5
2021-04-26,9,6,8,1,0,2,9
2021-04-27,9,0,0,1,0,8,14
2021-04-28,8,7,0,1,0,1,4
2021-04-29,8,1,4,8,0,1,14
2021-04-30,0,7,11,8,0,11,4
2021-05-01,0,7,1,8,0,1,10
2021-05-02,0,7,8,8,0,1,10
2021-05-03,0,11,13,8,0,1,10
2021-05-04,0,11,7,7,0,2,2
2021-05-05,0,0,11,13,0,8,4
2021-05-06,0,7,7,13,0,1,10
2021-05-07,0,11,3,1,0,1,4
2021-05-08,2,7,13,0,0,1,10
2021-05-09,14,9,2,9,0,1,2
2021-05-10,14,14,12,3,0,1,2
2021-05-11,8,14,12,4,0,1,2
2021-05-12,8,3,14,13,0,1,4
2021-05-13,0,0,13,1,0,1,4
2021-05-14,0,0,2,1,0,1,10
2021-05-15,8,7,7,13,0,2,2
2021-05-16,8,7,0,1,0,2,4
2021-05-17,2,9,3,0,0,2,10
2021-05-18,2,7,7,1,0,2,10
2021-05-19,0,9,3,14,0,2,10
2021-05-20,2,9,12,12,0,2,11
2021-05-21,14,6,14,6,8,8,2
2021-05-22,8,0,5,13,0,1,4
2021-05-23,0,0,3,13,0,1,4
2021-05-24,0,11,13,1,0,1,10
2021-05-25,0,7,13,7,0,1,10
2021-05-26,0,7,7,1,0,1,10
2021-05-27,0,7,5,1,0,1,4
2021-05-28,0,1,5,13,0,2,10
2021-05-29,2,5,11,13,1,11,10
2021-05-30,0,1,8,8,0,2,10
2021-05-31,8,1,4,14,0,2,4
2021-06-01,14,11,5,12,14,2,2
2021-06-02,8,7,0,1,0,2,14
2021-06-03,8,11,5,13,1,2,4
2021-06-04,8,11,11,7,0,8,4
2021-06-05,0,7,7,1,1,8,4
2021-06-06,0,7,5,1,0,2,10
2021-06-07,2,1,7,13,0,8,11
2021-06-08,2,13,5,1,1,4,11
2021-06-09,2,13,5,7,8,8,10
2021-06-10,2,5,13,1,8,8,11
2021-06-11,0,1,5,1,0,2,4
2021-06-12,0,10,4,13,1,0,4
2021-06-13,0,10,0,13,1,2,10
2021-06-14,2,1,8,13,0,4,10
2021-06-15,14,11,11,12,8,5,2
2021-06-16,0,7,7,13,1,1,10
2021-06-17,0,11,5,1,0,2,10
2021-06-18,0,1,5,13,1,2,10
2021-06-19,13,13,11,13,8,1,8
2021-06-20,13,4,8,13,1,1,8
2021-06-21,13,4,0,13,0,8,8
2021-06-22,13,4,0,13,0,0,8
2021-06-23,3,4,5,13,0,5,12
2021-06-24,3,4,5,1,0,1,12
2021-06-25,3,13,13,13,0,11,12
2021-06-26,3,13,13,13,0,12,12
2021-06-27,3,13,13,1,0,2,12
2021-06-28,13,10,13,1,0,2,12
2021-06-29,3,13,13,1,0,2,12
2021-06-30,3,13,13,1,0,2,12
2021-07-01,3,5,2,1,0,2,12
2021-07-02,3,11,14,13,0,8,12
2021-07-03,13,10,1,1,3,2,0
2021-07-04,13,13,13,13,8,2,0
2021-07-05,13,4,0,1,0,2,8
2021-07-06,13,13,3,1,1,8,8
2021-07-07,3,10,2,7,0,2,12
2021-07-08,3,13,2,0,0,2,12
2021-07-09,3,13,2,9,0,4,0
2021-07-10,3,11,12,11,0,0,0
2021-07-11,3,11,12,4,0,0,0
2021-07-12,3,11,12,7,0,2,0
2021-07-13,3,0,12,7,0,2,12
2021-07-14,3,1,14,0,0,2,12
2021-07-15,3,5,12,7,0,2,12
2021-07-16,3,1,14,7,0,2,12
2021-07-17,13,13,5,1,0,2,0
2021-07-18,13,4,0,13,0,2,8
2021-07-19,13,4,0,1,1,5,8
2021-07-20,13,4,11,1,1,0,8
2021-07-21,3,4,5,1,0,8,12
2021-07-22,3,5,14,0,0,2,0
2021-07-23,13,5,2,11,1,8,0
2021-07-24,13,11,2,4,0,4,0
2021-07-25,13,11,12,9,0,0,0
2021-07-26,3,11,12,11,0,2,0
2021-07-27,3,9,12,11,0,10,0
2021-07-28,3,11,12,3,0,10,12
2021-07-29,3,1,14,7,0,10,12
2021-07-30,3,1,12,13,0,5,12
2021-07-31,3,11,12,13,0,2,12
2021-08-01,3,1,2,1,0,4,12
2021-08-02,3,13,3,13,0,0,12
2021-08-03,3,5,12,13,0,0,12
2021-08-04,3,7,12,13,0,8,12
2021-08-05,3,1,12,13,0,8,12
2021-08-06,3,1,14,1,0,2,12
2021-08-07,3,13,1,12,0,8,0
2021-08-08,13,7,2,1,0,2,8
2021-08-09,3,1,14,13,0,2,8
2021-08-10,3,13,3,13,0,2,12
2021-08-11,3,10,14,14,5,2,12
2021-08-12,3,13,2,0,1,4,12
2021-08-13,3,10,14,11,0,0,12
2021-08-14,13,13,13,9,0,1,0
2021-08-15,13,11,2,3,0,1,0
2021-08-16,13,7,14,4,0,1,11
2021-08-17,13,1,2,13,0,1,8
2021-08-18,13,13,13,13,0,1,8
2021-08-19,13,10,1,7,0,1,8
2021-08-20,13,5,2,4,0,4,0
2021-08-21,3,11,12,11,0,1,0
2021-08-22,13,13,2,11,0,1,0
2021-08-23,3,1,14,9,0,1,0
2021-08-24,13,5,1,4,0,1,11
2021-08-25,13,10,13,1,0,1,8
2021-08-26,13,13,13,1,0,2,8
2021-08-27,3,4,5,1,0,8,12
2021-08-28,13,13,13,1,0,2,0
2021-08-29,3,13,13,1,0,2,12
2021-08-30,13,10,7,13,0,2,0
2021-08-31,13,4,5,1,0,2,8
2021-09-01,13,13,5,1,1,2,0
2021-09-02,2,13,1,7,8,8,11
2021-09-03,2,1,13,7,8,4,11
2021-09-04,2,1,1,7,0,0,11
2021-09-05,13,5,2,0,0,8,11
2021-09-06,2,1,1,9,8,11,11
2021-09-07,2,5,1,2,4,1,11
2021-09-08,2,1,8,11,14,4,10
2021-09-09,2,5,1,12,1,0,10
2021-09-10,2,1,8,13,4,8,10
2021-09-11,0,5,5,13,0,1,10
2021-09-12,2,11,2,7,8,8,10
2021-09-13,13,11,14,0,0,1,0
2021-09-14,13,11,12,4,0,2,11
2021-09-15,2,7,14,7,0,2,11
2021-09-16,0,7,13,8,0,2,10
2021-09-17,13,1,3,14,0,2,8
2021-09-18,3,11,12,1,0,2,12
2021-09-19,3,10,7,1,0,2,0
2021-09-20,3,13,3,1,0,2,12
2021-09-21,13,10,7,13,0,8,0
2021-09-22,2,13,11,14,0,8,11
2021-09-23,14,11,11,6,0,0,2
2021-09-24,8,0,7,13,0,5,4
2021-09-25,0,0,5,13,0,1,4
2021-09-26,0,11,3,1,0,1,4
2021-09-27,0,7,13,7,0,1,10
2021-09-28,2,1,1,0,0,1,10
2021-09-29,2,5,1,9,9,4,10
2021-09-30,14,11,2,9,8,0,10
2021-10-01,14,11,1,9,3,8,2
2021-10-02,14,0,1,11,4,11,2
2021-10-03,14,9,1,11,0,12,2
2021-10-04,14,9,13,4,0,2,2
2021-10-05,14,0,1,0,0,2,2
2021-10-06,14,0,1,11,0,2,2
2021-10-07,14,7,8,6,0,4,2
2021-10-08,8,10,10,8,0,10,14
2021-10-09,14,13,4,13,1,10,2
2021-10-10,14,13,4,13,4,0,2
2021-10-11,0,10,4,1,4,0,10
2021-10-12,14,11,5,1,1,8,2
2021-10-13,8,1,4,13,0,4,2
2021-10-14,14,10,10,13,1,10,2
2021-10-15,14,5,11,0,0,5,2
2021-10-16,14,7,8,6,8,8,2
2021-10-17,14,5,4,13,1,8,2
2021-10-18,14,7,9,14,3,1,2
2021-10-19,9,11,11,7,8,8,14
2021-10-20,9,0,8,12,1,2,5
2021-10-21,9,7,4,1,8,8,14
2021-10-22,0,1,6,13,0,8,4
2021-10-23,0,1,0,8,0,2,2
2021-10-24,8,5,10,10,0,4,14
2021-10-25,4,9,11,9,8,2,5
2021-10-26,4,6,1,3,0,8,5
2021-10-27,9,9,1,11,5,1,5
2021-10-28,4,0,1,9,4,1,5
2021-10-29,4,0,1,11,0,2,5
2021-10-30,14,0,8,11,8,0,5
2021-10-31,4,11,6,6,0,2,5
2021-11-01,11,0,0,8,1,8,9
2021-11-02,8,1,6,7,0,4,14
2021-11-03,8,7,8,13,1,0,2
2021-11-04,8,10,10,8,1,10,4
2021-11-05,8,10,10,8,3,10,4
2021-11-06,14,13,10,13,4,10,2
2021-11-07,9,1,4,7,3,10,14
2021-11-08,9,7,10,8,4,0,14
2021-11-09,9,7,6,5,0,10,14
2021-11-10,4,9,1,2,0,5,5
2021-11-11,4,6,1,3,4,2,5
2021-11-12,10,6,8,6,0,0,1
2021-11-13,1,6,4,8,1,4,9
2021-11-14,4,7,10,8,0,0,5
2021-11-15,4,11,6,10,7,2,5
2021-11-16,4,11,6,9,4,4,5
2021-11-17,4,9,6,6,0,0,5
2021-11-18,4,0,8,8,0,0,5
2021-11-19,10,9,9,14,1,0,1
2021-11-20,4,6,1,12,0,0,5
2021-11-21,1,6,8,12,0,0,1
2021-11-22,9,7,6,14,8,0,14
2021-11-23,14,5,10,6,8,10,2
2021-11-24,4,9,6,14,0,10,5
2021-11-25,10,6,8,12,0,0,1
2021-11-26,11,0,11,14,8,0,9
2021-11-27,14,7,9,10,1,4,2
2021-11-28,14,7,6,4,1,0,2
2021-11-29,14,9,1,9,8,8,2
2021-11-30,4,2,1,3,7,1,1
2021-12-01,11,3,13,8,0,4,9
2021-12-02,11,6,8,13,0,0,9
2021-12-03,9,7,6,0,0,0,14
2021-12-04,10,11,10,6,0,0,1
2021-12-05,1,0,4,13,8,0,9
2021-12-06,9,0,6,10,1,4,14
2021-12-07,10,9,6,12,0,0,1
2021-12-08,10,2,11,13,0,5,9
2021-12-09,9,0,6,5,3,2,14
2021-12-10,4,9,1,3,0,0,5
2021-12-11,9,0,6,5,3,4,5
2021-12-12,4,9,8,6,0,0,5
2021-12-13,10,6,8,13,13,8,1
2021-12-14,5,2,6,10,4,4,13
2021-12-15,5,2,6,6,0,0,13
2021-12-16,5,2,8,12,1,0,13
2021-12-17,5,14,1,14,0,2,13
2021-12-18,5,14,1,5,4,4,6
2021-12-19,7,12,8,3,1,0,7
2021-12-20,6,3,0,8,0,2,3
2021-12-21,5,14,11,14,14,4,6
2021-12-22,5,14,1,12,0,0,13
2021-12-23,12,14,8,12,0,0,6
2021-12-24,6,3,6,14,0,0,3
2021-12-25,10,6,8,12,0,11,1
2021-12-26,11,0,4,14,0,4,9
2021-12-27,4,11,6,0,3,0,5
2021-12-28,4,7,9,12,0,10,5
2021-12-29,10,9,10,8,8,5,1
2021-12-30,10,0,4,5,5,4,1
2021-12-31,10,9,11,3,4,5,1
