network,country,state,region,location,lat,lon,spread,start,end,cause
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΕΔΟΥΛΑΣ ,34.965854731063054,32.828008871479774,0.01,2018-07-19 16:25:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.89509367911503,33.39880386907034,0.0008,2018-07-19 19:40:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96057575627152,32.31707962544084,0.008,2018-07-20 01:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.929672156200574,32.32329212120785,0.003,2018-07-20 06:10:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.92501908516675,33.40536450338415,0.0038,2018-07-27 19:20:00,,Σκόπιμη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.97869961355476,34.027433135131155,0.01,2018-07-28 18:21:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΗΓΕΝΙΑ,35.16996404755437,32.66849228569004,19.1,2018-07-28 13:19:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΥΡΓΑ,34.90750714597525,33.4107296780358,0.025,2018-08-02 14:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ ,35.04291179025638,32.422978156824,1.9,2018-08-05 00:35:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΡΕΚΚΛΗΣΙΑ ,34.78418030159072,33.16294562528653,5.8,2018-08-06 13:30:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΛΟΠΑΝΑΓΙΩΤΗΣ,34.98849562418416,32.82663571490642,0.21,2018-08-10 16:00:00,,Βραχυκύκλωμα καλωδίων
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΑΛΟ ΧΩΡΙΟ ,34.91771009535343,33.48766577015588,25.82,2018-08-13 12:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΥΛΙΚΟΥΡΙ ,34.962728967232486,32.74736320270472,8.28,2018-08-15 13:12:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΜΟΣΦΙΛΩΤΗ ,34.94927741041272,33.43871178391805,0.22,2018-08-20 15:45:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΑΝΩ ΠΥΡΓΟΣ  ,35.14811820805491,32.68645384723911,16.6,2018-08-22 20:05:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.928019792723845,33.26980801365175,0.135,2018-08-24 13:03:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΟΝΑΓΡΟΥΛΛΙ ,34.761122054191965,33.21510962677028,4.8,2018-08-30 13:45:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΡΑΣΤΙΟ ΚΕΛΛΑΚΙΟΥ,34.795104016579856,33.11222302077715,0.006,2018-09-08 17:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΓΙΑΛΙΑ ,35.0829375728463,32.550437826678255,0.7259,2018-09-09 15:20:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΛΟΠΑΝΑΓΙΩΤΗΣ,35.03951652729779,32.82071711561403,0.009,2018-09-09 13:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΑΖΑΝΙΑΣ,34.96296368750154,33.20987411215662,0.0015,2018-09-09 13:50:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.8963339285573,32.37180977218369,8.4,2018-09-16 14:38:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΜΠΙΑ ,34.97673649642404,33.23753920654497,65.3,2018-09-20 09:50:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96043184559504,32.391792556953604,0.32,2018-09-24 16:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.973503333579345,32.38927489716058,0.48,2018-10-03 13:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΠΑΝΑΓΙΑ,34.90045871947463,32.63553869886103,0.01,2018-10-06 10:50:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΛΟΠΑΝΑΓΙΩΤΗΣ,34.98674908333617,32.85645318935589,0.02,2018-10-09 16:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΑΓΟΥΔΕΡΑ ,34.965947071158446,33.024099172035825,0.006,2018-10-09 15:40:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΦΟΙΝΙ,34.90809950279603,32.79445808357217,0.01,2018-10-10 20:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΥΛΙΚΟΥΡΙ ,34.94132593792377,32.73672987452139,0.2,2018-10-13 10:15:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.96995118015296,32.39481137028276,0.1,2018-10-17 16:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95568998962078,32.314162971450045,0.14,2018-10-19 00:03:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96716517089388,32.37880599005574,0.28,2018-10-23 17:50:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΟΔΕΣ ,34.92019665684659,32.37759457382542,2.4,2018-10-25 16:25:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.93187627233906,32.333785422953675,0.65,2018-11-03 12:10:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.97427954588233,32.36308655651322,0.2,2018-11-04 13:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΟΔΕΣ ,34.921791637701936,32.37387113469782,0.51,2018-11-04 15:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΟΔΕΣ ,34.92577400358563,32.37497953791069,0.16,2018-11-04 16:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.99542128097417,32.3371170610151,0.0005,2018-11-04 09:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΡΑΣΤΙΟ ΚΕΛΛΑΚΙΟΥ,34.79824820995172,33.14109851246844,0.9,2018-11-04 10:20:00,,Δραστηριότητες κυνηγών
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.97461640817401,32.35855949749845,7.17,2018-11-07 12:05:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94328003014152,32.37213089825729,0.006,2018-11-07 14:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.97698089930477,32.3762449994572,0.07,2018-11-10 12:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95325377734366,32.38993989042214,0.22,2018-11-10 14:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.955962704329195,32.33072099341562,10.0,2018-11-11 10:40:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΤΩ ΑΡΟΔΕΣ ,34.941317856536784,32.38517715165936,0.069,2018-11-11 18:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,35.00978676106752,32.3113882525642,1.92,2018-11-11 20:45:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96497006848825,32.338786413742945,52.02,2018-11-14 08:45:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.97581059670954,32.37312066941401,0.19,2018-11-14 16:50:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94530994717954,32.38823559260737,0.19,2018-11-14 16:15:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94849752449518,32.38912089947364,0.42,2018-11-14 19:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94178184337719,32.3563732800981,0.05,2018-11-14 20:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95589888637436,32.379854838973635,0.16,2018-11-14 18:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΤΩ ΑΡΟΔΕΣ ,34.93772342099114,32.34948447876421,0.04,2018-11-14 22:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95210115542847,32.31576996147523,0.16,2018-11-28 05:45:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΦΑΣΛΙ ,34.99408112242243,32.35959109416086,3.5,2018-11-28 16:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΦΟΙΝΙ,34.91136724810786,32.845440579122446,0.0002,2019-05-16 12:54:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.94774042681797,33.372391345198295,0.029,2019-05-17 08:20:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΒΑΣΑ ΚΕΛΛΑΚΙΟΥ,34.778010754264564,33.21599500263387,0.106,2019-05-20 20:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.98020778269359,33.34646300737321,1.0,2019-05-24 02:25:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΜΠΙΑ ,35.001650384658014,33.268438540551955,0.6,2019-05-26 13:45:00,,Βραχυκύκλωμα καλωδίων
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.97081422149571,32.40339343591492,0.594,2019-05-28 12:23:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.950278820883895,33.37678362523007,0.144,2019-05-31 11:45:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΥΡΓΟΣ ,34.717814185142124,33.184799962069945,0.0457,2019-06-02 14:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.97816787877226,33.148209954931964,12.0,2019-06-06 15:29:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΜΟΣΦΙΛΩΤΗ ,34.947661978274304,33.444036619132966,0.459,2019-06-06 14:00:00,,Βραχυκύκλωμα καλωδίων
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.95170484049869,33.30928075239249,0.1,2019-06-10 17:27:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΝΩ ΠΟΛΕΜΙΔΙΑ ,34.71795317050422,32.98313741547896,0.0786,2019-06-11 18:00:00,,Κάψιμο σκυβάλων
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΠΕΔΕΣ ,34.97203033073826,33.27150784830217,0.0012,2019-06-12 14:25:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.15658808282373,33.37885233866897,0.0025,2019-06-13 15:05:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΟΝΙΑΤΗΣ,34.90197436320235,32.91218291761971,0.001,2019-06-15 15:15:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΛΥΣΟΣ,35.04404961635219,32.57904896795338,0.022,2019-06-16 16:22:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΥΝΟΥΣΑ ,35.03001404818251,32.51725903255317,0.001,2019-06-16 15:15:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΣΠΡΟΓΙΑ ,34.92099250686662,32.60412540315781,0.1,2019-06-16 13:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΦΙΝΟΥ ,34.84001662142503,33.41167382087,1.8514,2019-06-25 17:18:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΥΛΙΚΟΥΡΙ ,34.96799258622772,32.7175401222324,0.015,2019-07-07 15:45:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.95212801578201,33.30953424416477,0.08,2019-07-08 16:35:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΟΝΑΓΡΟΥΛΛΙ ,34.766450199232644,33.20545241560555,31.0,2019-07-12 17:15:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΜΟΣΦΙΛΩΤΗ ,34.968432185343,33.43065285528366,0.014,2019-07-17 20:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.953374758139454,32.31455463294012,0.106,2019-07-17 23:35:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΟΔΕΣ ,34.92770778902257,32.33497969707896,0.103,2019-07-18 00:40:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΘΙΚΑΣ ,34.90965287000468,32.41710336522227,3.71,2019-07-20 18:30:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.94626146041676,33.32867730448618,0.0154,2019-07-21 09:30:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΒΑΣΑ ΚΕΛΛΑΚΙΟΥ,34.79187418338996,33.2242185171555,2.66,2019-07-21 18:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΥΡΓΟΣ ,34.72480801412004,33.17531317052772,17.7,2019-07-22 14:00:00,,Σκόπιμη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.99403998032384,33.959930368435714,0.8,2019-07-23 15:08:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.98139027543506,32.3797503511568,4.495,2019-07-27 03:00:00,,Σκόπιμη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΠΑΡΑΛΙΜΝΙ ,34.99630245505016,34.045185259566075,12.9,2019-07-28 12:30:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.911043316371554,32.329980148664646,0.103,2019-08-07 14:40:00,,Άγνωστη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.99585707116356,34.03507675382328,1.2,2019-08-14 13:48:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95569608107191,32.31046096494901,1.55,2019-08-18 14:15:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΛΥΣΟΣ,35.00178283038863,32.57058615933827,0.002,2019-08-19 16:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΝΩ ΠΛΑΤΡΕΣ,34.881948114160046,32.873367498037155,0.0002,2019-08-28 14:58:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ ,35.15671984816095,33.162433324593465,1.0,2019-09-08 17:23:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΙΑ ΜΑΡΙΝΑ ΞΥΛΙΑΤΟΥ,34.99989813942923,33.05192227951442,0.0326,2019-09-08 18:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.97023752265943,32.396178580472984,0.055,2019-09-11 14:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΥΛΙΚΟΥΡΙ ,34.912834612819374,32.68186662523591,0.0001,2019-09-12 07:45:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΛΥΣΟΣ,35.00049876857848,32.59310197856012,0.184,2019-09-14 13:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΑΝΩ ΠΥΡΓΟΣ  ,35.14082739423157,32.677699816493565,0.025,2019-09-14 12:11:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95758181277214,32.33987532467544,0.447,2019-09-14 11:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΝΩ ΠΟΛΕΜΙΔΙΑ ,34.711984386404815,32.994496028466216,0.098,2019-09-15 12:20:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΤΡΙΜΗΚΛΗΝΗ ,34.87117631066541,32.9210674154304,0.001,2019-09-15 11:50:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΟΔΕΣ ,34.929932694724386,32.344498432995366,0.28,2019-09-16 09:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ ,35.012468260425045,32.40957952449279,1.438,2019-09-26 14:35:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ ,35.01957397206267,32.407752748971504,1.192,2019-09-29 12:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΡΟΔΡΟΜΙ,35.0174418908134,32.40325226066903,0.884,2019-10-08 13:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.94468013387554,33.41251384307136,0.136,2019-10-08 13:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.94388636726316,33.37062173509244,0.149,2019-10-09 12:15:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.98630111429663,32.35314344228911,3.81,2019-10-12 16:20:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΟΝΗ ,34.72065751629498,33.2002058806264,0.007,2019-10-12 12:15:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΡΕΚΚΛΗΣΙΑ ,34.75750444329385,33.15706934919919,0.0341,2019-10-14 21:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.97625464772185,32.394885511538504,0.674,2019-10-14 09:15:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΝΙΚΗΤΑΡΙ,35.04443826572971,32.95605373813593,1.25,2019-10-15 16:50:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,34.903492377102204,32.73440975575389,0.001,2019-10-15 17:10:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΔΙΕΡΩΝΑ ,34.807176464581225,33.093609357081206,0.001,2019-10-15 13:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΡΑΣΤΙΟ ΚΕΛΛΑΚΙΟΥ,34.79981735744846,33.14862249543576,0.0002,2019-10-15 12:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΟΔΕΣ ,34.918941927163395,32.38263998745994,0.081,2019-10-15 17:30:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΨΕΥΔΑΣ ,34.949098260892605,33.460318752071686,0.226,2019-10-16 15:00:00,,Βραχυκύκλωμα καλωδίων
CY__ASOS,CY,,ΠΑΦΟΣ,ΤΙΜΗ ,34.70961857989593,32.48999313481301,0.0347,2019-10-19 11:45:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΑΘΙΚΟΛΩΝΗ ,34.80173607666,33.07091848182731,0.04,2019-10-19 15:35:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.97247084582891,32.39558158523672,0.45,2019-10-22 14:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΛΟΠΑΝΑΓΙΩΤΗΣ,35.050780292093215,32.84089089606831,0.0003,2019-10-23 17:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΛΥΣΟΣ,35.02591204740605,32.59113446488782,0.0097,2019-10-27 15:05:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.9508564416911,32.37248930763138,0.37,2019-10-28 12:20:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.97406581477598,32.39536172233363,0.236,2019-10-29 15:35:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΦΥΤΗ ,34.93448585393821,32.55798347644259,0.51,2019-10-29 13:20:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,35.00646376978473,32.41537633848568,0.162,2019-10-30 13:45:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.954977429647656,32.34183479221457,2.31,2019-10-30 08:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95817863753308,32.37601509947169,0.896,2019-11-03 15:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΛΥΣΟΣ,35.00320584663455,32.53112626437573,0.051,2019-11-06 17:35:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.97545480634102,32.36022910597818,0.53,2019-11-10 10:50:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΦΑΣΛΙ ,34.990385953049184,32.35654090664035,1.97,2019-11-10 10:45:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.96925158517281,32.3973798447619,0.664,2019-11-13 12:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96254117474612,32.34651716691028,10.0,2019-11-13 07:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.99675142023166,32.33301899441678,110.0,2019-11-13 09:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΡΙΤΟΥ ΤΕΡΑ ,34.96595863631196,32.41737304156205,0.41,2019-11-24 18:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΜΟΣ,35.14626808967839,32.541581754425714,0.008,2019-11-26 21:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΛΥΣΟΣ,35.00150851640359,32.54001256108354,0.59,2020-03-31 19:20:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΓΙΟΣ ΙΩΑΝΝΗΣ,34.88063277819801,32.69230979927451,0.61,2020-04-17 19:00:00,,Σκόπιμη
