network,country,state,region,location,lat,lon,spread,start,end,cause
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΑΧΥΑΜΜΟΣ,35.168065323108806,32.57450157128998,0.0184,2020-04-18 18:05:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΦΡΟΔΙΣΙΑ,35.06488264698543,32.667108071713486,1.5,2020-04-26 15:35:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95553612114838,32.36032916677228,0.03,2020-05-08 12:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΛΑΜΠΡΑ ,34.967427854244185,33.38607467521693,0.5,2020-05-10 13:20:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.97178227274361,32.36663330566374,0.32,2020-05-10 18:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΘΙΚΑΣ ,34.91137296942193,32.39997054921378,0.28,2020-05-14 10:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΛΗΡΟΥ ,35.013895869242205,33.16826641375585,0.8,2020-05-14 17:18:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΕΛΕΝΔΡΙ,34.92824942392205,32.93799493155217,0.038,2020-05-16 11:40:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.9979782357969,33.98718480041751,4.0,2020-05-17 13:50:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.88782591884895,33.39869214475007,59.0,2020-05-17 11:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΑΣΓΑΤΑ,34.79680177091782,33.25433780374188,0.1288,2020-05-22 14:05:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΒΟΡΟΚΛΗΝΗ,34.98656290551092,33.65017848859155,0.3,2020-05-24 08:20:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΛΟΥΒΑΡΑΣ ,34.83493518811794,33.040466114707435,0.87,2020-05-24 11:30:00,,Βραχυκύκλωμα καλωδίων
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΓΕΡΜΑΣΟΓΕΙΑ,34.73067691151394,33.08357214171435,6.1,2020-06-02 16:45:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΜΠΙΑ ,34.99796879213216,33.431870497589635,0.1,2020-06-07 12:35:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΣΩΤΗΡΑ ,34.978344703742614,33.90549643241511,0.3,2020-06-08 13:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΣΩΤΗΡΑ ,34.98073197447008,33.91899817264584,1.2,2020-06-10 12:25:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΣΠΡΟΓΙΑ ,34.91885139749238,32.6056793266983,1.08,2020-06-11 11:15:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΑΚΡΟΥΝΤΑ ,34.78050365047966,33.07848544722651,42.89,2020-06-12 15:50:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΡΙΣΤΕΡΩΝΑ ,35.00001030892776,32.49650445202919,0.6777,2020-06-18 13:20:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΑΝΩ ΠΥΡΓΟΣ  ,35.168581423595306,32.68424496029845,1.4,2020-06-25 15:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94458363427951,32.37486968700357,0.06,2020-07-01 16:55:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΑΛΑΒΑΣΟΣ ,34.790741371173645,33.27127303674275,2.1,2020-07-12 17:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΛΟΥΝΤΑ ,35.03967409622457,33.176366809384305,0.22,2020-07-14 18:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.90200650666889,32.318374805046844,0.44,2020-07-14 09:45:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΟΥΡΟΥΚΙΝΑ,35.00429722193568,33.51762620899509,10.0,2020-07-17 13:10:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΦΛΑΣΟΥ,35.05811691652289,32.88581719376928,0.14,2020-07-19 14:30:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΙΑ ΒΑΡΒΑΡΑ,34.98724345857573,33.35200398492251,3.5,2020-08-01 16:30:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.96928308821371,32.40744671416623,5.31,2020-08-06 12:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.96845107338812,32.408800084279875,1.3,2020-08-07 15:45:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΧΙΜΑΝΔΡΙΤΑ,34.75342118465172,32.682031239611305,40.0,2020-08-08 02:39:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΣΟΥΣΚΙΟΥ ,34.72723250543927,32.62170822001743,300.0,2020-08-08 02:39:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΚΕΛΛΑΚΙ,34.806682091283854,33.16103288542539,0.2993,2020-08-15 00:30:00,,Βραχυκύκλωμα καλωδίων
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΚΥΠΕΡΟΥΝΤΑ ,34.94985623818751,32.96183218198434,3.17,2020-08-17 16:50:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΒΑΣΑ ΚΕΛΛΑΚΙΟΥ,34.80217067131499,33.21003423356818,1.1426,2020-08-17 15:25:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.948686272113704,33.30838231840994,0.018,2020-08-22 10:00:00,,Βραχυκύκλωμα καλωδίων
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΝΩ ΠΟΛΕΜΙΔΙΑ ,34.70871007639409,33.015189925960065,0.04,2020-08-23 19:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΜΟΣΦΙΛΩΤΗ ,34.96835963909797,33.42047585125668,1.2,2020-08-24 15:08:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΚΑΤΩ ΠΛΑΤΡΕΣ,34.8896123252733,32.84901624614208,2.8,2020-08-25 12:10:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.965318270497654,33.27686413870463,1.3,2020-08-27 15:45:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.99560676575872,32.40789259422675,1.4,2020-09-03 21:15:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΦΑΣΛΙ ,34.99112710172511,32.37412155781785,0.76,2020-09-07 13:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,34.89097049323927,32.74878692050757,0.0001,2020-09-14 10:12:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ ,35.02094249319052,32.39998228395814,1.0,2020-09-15 14:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.9608408429402,33.37594473829947,0.1357,2020-09-20 13:00:00,,Κάψιμο σκυβάλων
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΥΡΓΟΣ ,34.722741596246,33.17623717625955,4.0233,2020-09-22 15:35:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΥΡΓΑ,34.907584035570096,33.452555889172416,0.0786,2020-09-22 14:00:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΤΩ ΑΡΟΔΕΣ ,34.93990139149276,32.394002867310974,9.15,2020-09-29 23:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.162229007005294,33.38293023915506,0.003,2020-09-30 13:15:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.161761371850695,33.3825327574808,0.0003,2020-10-08 12:20:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.97193900758584,32.39561835635588,0.6,2020-10-21 14:25:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.147267290302864,33.403093189563094,0.001,2020-10-22 14:50:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.87743802882621,33.38743704068454,0.5,2020-10-24 10:10:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.974338740014936,32.39766028255053,9.85,2020-10-27 07:50:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.9707760632886,32.401137063798224,0.38,2020-10-28 15:50:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ ,35.03148067303634,32.3957504124792,0.26,2020-11-07 13:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.96508868330732,32.40717020692666,2.5,2020-11-07 14:45:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΒΑΒΑΤΣΙΝΙΑ ,34.887593057489326,33.22613072033669,0.002,2020-11-09 08:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΒΑΒΑΤΣΙΝΙΑ ,34.89889906008195,33.22722339018356,0.14,2020-11-10 12:50:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΓΙΑΛΙΑ ,35.08715402717412,32.4989095046767,0.0025,2020-11-10 14:15:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΜΠΟΣ ,35.03037674792289,32.65539736802012,0.004,2020-11-10 14:15:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94899208252882,32.38884343839191,1.0,2020-11-14 13:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.98781397172084,32.32949765714066,0.0005,2020-11-15 06:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΤΩ ΑΡΟΔΕΣ ,34.94007256000014,32.390366037578524,2.5,2020-11-15 14:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.91223119371707,32.326281436536014,0.53,2020-11-17 07:45:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.982256615439,32.40327757940727,3.5,2020-11-19 09:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,35.00297572317877,32.417592933078474,0.5,2020-11-19 12:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.97458701930023,32.35471449335946,20.0,2020-11-26 14:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96622833540423,32.36504391015324,0.3,2021-04-18 11:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.988983978491994,32.40705276792306,0.12,2021-04-18 16:30:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.98015367885874,33.34646277948914,24.3,2021-04-30 22:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΛΑΜΠΡΑ ,34.979622756513386,33.41512120724991,2.1174,2021-05-01 17:00:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.956416628343206,33.28907949194933,0.055,2021-05-02 18:40:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΝΑΛΙΟΝΤΑΣ,35.00966064228277,33.27523795725667,12.6,2021-05-04 12:50:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ ,35.08959901689253,33.34892165975759,3.0,2021-05-04 17:00:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΟΛΙΤΙΚΟ,34.99001059140193,33.21301117993476,0.01,2021-05-09 17:43:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ ,35.156845931322,33.380017373378394,0.2,2021-05-18 19:37:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.12577058636792,33.38071808081237,0.36,2021-05-21 20:05:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΓΕΡΙ ,35.115827450946,33.41554751605012,0.6,2021-05-21 15:25:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΛΥΣΟΣ,34.999370616826866,32.509855798341206,0.547,2021-05-22 12:40:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΚΟΥΡΣΟΣ ,34.89202563863652,32.42315962887191,0.36,2021-05-23 10:40:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΣΠΡΟΓΙΑ ,34.92599743533228,32.585269495400425,0.07,2021-05-23 07:20:00,,Σκόπιμη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΠΑΡΑΛΙΜΝΙ ,35.00732104630569,33.972513171138026,4.6,2021-05-25 18:00:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΚΟΥΡΣΟΣ ,34.887388019609524,32.42260109018745,6.65,2021-05-26 11:40:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΛΑΜΠΡΑ ,34.99871649874304,33.41659837365318,0.0465,2021-05-27 14:45:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΝΑΛΙΟΝΤΑΣ,35.00890171915542,33.27588204617905,0.4,2021-05-30 15:55:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΧΗ ,34.986026375431834,33.51803710169363,0.14,2021-06-03 18:08:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΕΡΑ ΧΩΡΙΟ ,35.00816131516347,33.399417607435026,0.64,2021-06-10 16:15:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95672714617335,32.38313441631924,0.05,2021-06-10 15:50:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΙΑ ΜΑΡΙΝΑ ΞΥΛΙΑΤΟΥ,35.0363358994959,33.05555232601698,286.0,2021-06-16 14:55:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΒΑΣΑ ΚΕΛΛΑΚΙΟΥ,34.792317078029804,33.228515649349426,3.43,2021-06-19 17:39:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,35.00424601140441,32.41735379024251,0.82,2021-06-24 16:10:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ ,35.09203174258072,33.35270602275219,1.5,2021-06-25 11:15:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΥΡΓΟΣ ,34.73422156746994,33.188113523300544,0.047,2021-07-02 06:38:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΟΝΗ ,34.71856990330485,33.18597023571624,12.6,2021-07-03 12:25:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΑΡΑΚΑΠΑΣ ,34.8453388009532,33.10531262413878,0.7,2021-07-03 13:46:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΕΡΑ ΠΕΔΙ,34.86076890760265,32.87647416193333,5.0688,2021-07-09 10:15:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΘΙΚΑΣ ,34.9032146566061,32.42281870253872,0.23,2021-07-11 16:45:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ ,35.13979229857875,33.386414721745616,0.0346,2021-07-15 14:21:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.99180224402568,32.40990328557223,1.1,2021-07-17 22:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.95727905192113,33.33263148844965,4.0,2021-07-28 11:25:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.94836884977383,33.37330318206652,0.1,2021-08-04 10:45:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ,34.891619600996606,32.36348439626761,0.001,2021-08-06 16:50:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΝΕΟ ΧΩΡΙΟ,35.06514633902026,32.3056265216353,0.0005,2021-08-08 12:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.99920339622592,32.41320342717871,6.3,2021-08-12 09:32:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΟΝΑΓΡΟΥΛΛΙ ,34.76479231666362,33.20462874502188,10.0,2021-08-17 14:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΟΝΑΓΡΟΥΛΛΙ ,34.76413066359531,33.20661590205003,0.1101,2021-08-19 20:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.982412045134176,32.40739596700498,0.35,2021-08-20 13:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΡΟΔΡΟΜΙ,35.01759450647277,32.39945869916489,3.51,2021-08-23 13:30:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΦΛΑΣΟΥ,35.06051394597874,32.90488508538147,0.0173,2021-09-05 19:45:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ,34.885064158262,32.346529242360496,1.03,2021-09-06 11:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ,34.90315937856866,32.400227321042955,0.1,2021-09-08 18:10:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ ,35.15737831658568,33.377011414728784,0.01,2021-09-10 10:30:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΑΡΜΕΝΟΧΩΡΙ ,34.75762547489878,33.12231215071777,76.87,2021-09-10 16:05:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΡΟΔΡΟΜΙ,35.016960934988795,32.41000758609819,0.15,2021-09-12 15:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ ,35.15788231215504,33.377321173215606,0.01,2021-09-13 08:30:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ,35.02590592427814,32.42883079415206,4.9154,2021-09-23 15:23:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΝΙΚΗΤΑΡΙ,35.03552393412001,32.96845816718191,0.01,2021-09-25 16:10:00,,Ράλλι
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.995836433015214,32.41809279320556,0.28,2021-09-27 13:30:00,,Σκόπιμη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.990863127967046,34.04856751583307,0.4,2021-10-05 12:05:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΤΟΧΝΗ ,34.778749752894,33.338864373015504,8.433,2021-10-09 11:30:00,,Σκόπιμη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΛΙΟΠΕΤΡΙ ,34.9970749166738,33.88322815449979,0.05,2021-10-10 13:20:00,,Άλλη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΑΝΩ ΛΕΥΚΑΡΑ,34.902288082891054,33.33016574869059,0.0111,2021-10-13 17:00:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΧΟΙΡΟΚOΙΤΙΑ ,34.78757410772616,33.34350218688847,0.0951,2021-10-15 11:10:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94924939551675,32.38622406509547,0.13,2021-10-28 14:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ,34.895895772382815,32.390243880147075,0.08,2021-10-30 06:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94729131963515,32.39858096949526,0.4,2021-10-31 14:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.985721956243985,32.35615009592679,100.0,2021-11-01 11:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΧΟΙΡΟΚOΙΤΙΑ ,34.79465050869908,33.34118128087229,0.1532,2021-11-06 14:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94977168821593,32.37197188797212,0.001,2021-11-07 11:15:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΝΔΡΟΛΙΚΟΥ ,34.99178946632835,32.3837371029837,1.11,2021-11-08 14:40:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΓΕΡΙ ,35.12649457607882,33.41296756612393,0.01,2021-11-10 13:15:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.970359399899195,32.39530132245378,0.11,2021-11-10 21:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΝΔΡΟΛΙΚΟΥ ,34.992850004279326,32.38482490701011,8.66,2021-11-10 14:20:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΥΡΓΟΣ ,34.72281482659083,33.175483714750456,3.3,2021-11-13 22:05:00,,Σκόπιμη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ,34.96769263415108,34.07094644075887,0.2,2021-11-13 12:55:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΘΙΚΑΣ ,34.89784563973991,32.40707368718904,0.11,2021-11-18 12:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ,34.85205698623401,32.39830124804545,3.14,2021-11-19 10:15:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΝΕΟ ΧΩΡΙΟ,35.05536249041307,32.34280677642568,0.1,2021-11-20 11:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΥΛΙΚΟΥΡΙ ,34.95710077836362,32.746745203567336,0.1,2021-11-24 13:15:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96800687200268,32.37064969847102,2.87,2021-11-30 14:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΘΙΚΑΣ ,34.92049291786416,32.413589079268064,20.0,2021-12-04 13:00:00,,Γεωργικές δραστηριότητες
